from_user,to_user
Datwtr,edshow
CalSchoonover,MittRomney
Asiya612,edshow
Thinking_Helps,edshow
miccrason,edshow
reshas,DefeatBarack
SoftFuzzySweatr,edshow
zephyrwon2001,edshow
DaleBooth,JacobHyde2012
jwright8357,edshow
Stwallace23,edshow
jmotto1,edshow
clarkson08,edshow
Newmyn,edshow
BlueDogCaucus,edshow
ClarksonChuck,edshow
_Empress_Cutie,edshow
all4cetaceans,edshow
spooney35,EdShow
zephyrwon2001,edshow
SacJim2012,edshow
dustyrose11,edshow
marvswife,edshow
sistermary10,RealMenDontHate
EdieVP,jayjaylucas1
SmithLoyal,jmotto1
rightaboutnow2,ScottWalker
steven_corey,BarackObama
TrippHardin,DBarberHotnuke
mastersonbilly,kayteebird
OneMillionVjj,NathanHale1775
H_O_G_,SabzBrach
JimmyAceves,RealMenDontHate
VibeVal,frogetteca
JEliWyatt,edshow
JEliWyatt,edshow
Gu1tar_Man,edshow
KlompShow,edshow
notbeck,NickBarnett
toaster1962,realDonaldTrump
Hochimilk,sebaxxxtian
RightCandidates,MickyBaker1
mpnissen,PaulCharchian
BudParsons,moochie81
neiljamescross,yorkcityfc
florencevc,Scott_R_Walker
florencevc,Scott_R_Walker
florencevc,Scott_R_Walker
eleventhvolume,astrogarage
florencevc,Scott_R_Walker
M_K_____,Scott_R_Walker
misterbolger,Scott_R_Walker
misterbolger,Scott_R_Walker
LucieGraceFace,florencevc
florencevc,LucieGraceFace
lynnmpls,Pr260
florencevc,mirroredpalm
MidwestPhoto,govwalker
sasha2000,cspanwj
buckaroo1260,joshtpm
JamesinSELA,cspanwj
paellacook,bluecheddar1
nb1972,BBCRadMac
Jane_WI,lcranston1939
Great_O_Hex,Scott_R_Walker
JonNelsonJDN,RobHernandezWSJ
Great_O_Hex,Scott_R_Walker
Great_O_Hex,Scott_R_Walker
yimnotsmart,Morning_Joe
jimmacpam,wi_lady
JudgingReinhold,rlwjones
rlwjones,JudgingReinhold
psoup,HuffPostPol
blackpearl1110,ScottWalker
ATCtower,johnmellencamp
YahooThom,NowWithAlex
SouthernFriedPH,GraemeAThomson
joemckibben,edshow
YahooThom,NowWithAlex
leegreen4,NonLeaguePaper
FromLA,RonPaulsVoice
Donkey_LAF,edshow
LibAthe80,GovWalker
forwardwithkurt,mellconklin
RichMc461,bluecheddar1
Wylieknowords,sbauerAP
obrienforgovern,bluecheddar1
DaveThomas5150,bschoenburg
blakendecker,Soledad_Obrien
muttmutt,wininmad
wininmad,WeRWisconsin
mobygrapefan,ScottWalker
TGP_87,NonLeaguePaper
ReaganCtyGalPal,GovWalker
TheCypressGang,Breitbart
ycfcfan,NonLeaguePaper
Kitty_Smith,NonLeaguePaper
bngreiber,AshGreibs
kaisandsmark,ShaneM24
Flyingskunky81,edshow
MallaryTytel,TPM
rustyshouse,3AlvestonPlace
Stwallace23,edshow
loradow,WeatherBitch
James_Mannion8,NonLeaguePaper
Tom_Martin5,NonLeaguePaper
OWStarr,wildearthguard
OWStarr,CenterForBioDiv
TheDubliner23,Barton1331
_mmmads,forthewinn
Marble300,TedNugent
AlcofrolicChap,twiggyanna
metimwright,thenation
Andyfoodie,Maria_Redlight
budholly59,PressSec
budholly59,BarackObama
budholly59,yes4ya
thessnolan,RedListRadio
budholly59,finneyk
TrevorKingsley,JBUSS25
chrisguinness,edshow
Robbie_Aston,pastychem
TheCypressGang,PatDollard
illusory_tenant,PolitiFactWisc
olvera_m,edshow
dremmelqueen,Encino_Mann
kallingout,JoeNBC
Jack2John,Govwalker
KevinMarshall,tanehisi
MelindaB56,VEK1908
WaitWhuuut,tanehisi
slstalter,tanehisi
Jipso19,wi_lady
CraigGlismann,blessmyliberty
DellsiPhoneApp,GovWalker
bklyn1984,UncleRUSH
wi_defender,BrownDeerRepub
615Dave,BIGJOEONTHEGO
freehawk,steelekelly
alswager,SluttySlutSlut1
WayneEdH,jenny0101
arizonaron2012,David_J_R
David_J_R,arizonaron2012
Radioblogger,peteperrino
Drog66Dan,glennbeck
David_J_R,arizonaron2012
pryerheather,edjohnbus
edjohnbus,pryerheather
LifesSoSweet,MMFlint
paul__carlson,CarthageCRs
afrasi2,Braves
The_Trillipino,RHancock19
MattDupuy,andrew_mueller
MattDupuy,andrew_mueller
Radio_Kylie,liza_belle
norfolknetpint,ReproArtsLtd
sawyer8225,ErleP
sawyer8225,ErleP
defendressofsan,vickimckenna
lovelyladypa,LiberalPhenom
RPCralle,cspanwj
BmitchliveCSN,larrycowboys
B_Sande,MHarrisPerry
B_Sande,susand900
Jane_WI,lcranston1939
Chiprdale,TodaysComments
TJJohn12,priyastoric
balthazarre66,Davidikus
onocoho,bluecheddar
norwich_broker,K8_walker
norwich_broker,skyenet
IndyFan53,OccupyMilwaukee
IndyFan53,onewisconsinnow
IndyFan53,pdamerica
IndyFan53,UnitedWisconsin
IndyFan53,WisDems
IndyFan53,RecallCam
benjamin_madden,LFAshmore
JohnRDreyer,danieltosh
andyfree,Ben_Grainger1
tutticontenti,NicholsUprising
CarmanK1,NicholsUprising
bluecheddar1,BlizzyBe
news8news,AP
cavanNOTkevin,notthefakeSVP
mollyyanity,MaddowBlog
markblk9779,ElementaryForce
RhonddaDog,ElementaryForce
obrienforgovern,wisconsinreport
scottdjwalker,vardy7
dhookstead,JustenCharters
vetiffany,thenation
nwilbat,bnpalmen
brassfrog,jaketapper
uwsp46,steelekelly
Chris_Kruger54,rollingingraves
mrschips,Floridaline
simplyj_6,Floridaline
_5936014355032,degewa
supperman5,kungat
Caoyao_jim,kungat
morgmeneshets,GovWalker
Bea00,RANKIS
mrjazznwine,Barrett4WI
mrjazznwine,edshow
mrjazznwine,Lawrence
mrjazznwine,maddow
mrjazznwine,Barrett4WI
mrjazznwine,edshow
mrjazznwine,Lawrence
mrjazznwine,maddow
nicdafis,littleatoms
Ptab01,ginthegin
jwylie,littleatoms
_Carja,edshow
Ssimms777,NicholsUprising
craigspaulding,NicholsUprising
Badar1,NicholsUprising
ClarksonChuck,NicholsUprising
jdvanlaningham,Shoq
Tanner1976,GazOpMatters
demistify69,thenation
DantJerri,NicholsUprising
jdvanlaningham,Shoq
KrissiD,shondi99
geologylady,scott_walker
badblueelephant,seanhannity
joer138,boycotkochbros
AptFiveTen,AnnTBush
RPCralle,cspanwj
Maggyw519,TruthSucceeds
DocsToWork,CharlesMBlow
TruthSucceeds,yiawda
Themindprobe,KrystalBall1
Jack2John,scottKwalker
Mozi_N,Kernelwars
Mozi_N,Progress2day
jbndtcoke53,HuffingtonPost
Harasym4Congres,GovWalker
rlittwin,Conservativeind
TheCypressGang,PatDollard
TheHotstepper,I_be_MarkB
kylerusse64,Miss_Wisconsin
rlittwin,Conservativeind
DavidJWhite858,HeidiWisGirl
DavidJWhite858,HeidiWisGirl
lauriannem,HotLiberalBitch
AerodefAndrew,seanhannity
Brohan_Cruyff,benmschneider
montfordnixon,thewiremagazine
arctony,nytimes
Colvinius,leighpa
TheCypressGang,PatDollard
rash_jo,davidgregory
GTHOMSE,greyparker
kmoran98,DailyCaller
MaryErpenbach,eduardo_89
aFletchLives,ScottWalker6
spooney35,cspanwj
j_edward_,Pstar211
Mozi_N,chaz1944
patgalicia,ddaviesofficial
alanscottwalker,_georgiaaaaa
mrschimpf,sarajbenincasa
LeslieBattenND,thenation
ElizbethTowers,Giggsy99
efsunfun,stecbeck
ForkKnifeSpoon,EatDrinkLifeLuv
eStrategosjp,eStrategos
Dagelfish,citizenhelene
Pywacket24,Nicronon
Kacsports,GovWalkerNOT
Arik2923,thenation
currybags,AnthonyFroom
ScottWalkersSUV,ChuckNellis
NAIRNhigginson,GovWalker
MCNETHJ,kjon
stecky87,MrMarbles256
de_foole,thinkprogress
hiphoppreacher,thinkprogress
lustyeagle,DracoZaroff
sandycameron,EddieWhiteJr
erichouseholder,GiniCoefficien1--How's
rightaboutnow2,Chrislhayes
rightaboutnow2,upwithchris
rightaboutnow2,MHarrisPerry
rightaboutnow2,MHPshow
rightaboutnow2,michaelshure
rightaboutnow2,ThePointTYT
rightaboutnow2,ProducerGuy1
rightaboutnow2,AnaKasparian
MomJones51,edshow
mrjazznwine,GovWalker
mrjazznwine,GovWalker
mrjazznwine,GovWalker
Ciolfster3,aaronward_nhl
sheahan_tom,itskelseyx4
mattOB1,maddow
TheCypressGang,TheDailyCaller
RockDocLV,LeftonMain
York13Man,NonLeaguePaper
JimjamWigwam,justinmoorhouse
LFRGary,ByronYork
Wary12,gypsy18
sasha2000,cspanwj
KatHeinemann,DefeatVos
myHNN,TheFix
IanBrodieJones,NonLeaguePaper
jeremydlarson,dankois
propriety,JonahNRO
antantantantant,PastaPaul
sunsetsideburns,eddireader
InlawsOutlaws,RayBeckerman
wordsofpower,NicholsUprising
BrennanRushing,_Fraser_Walker_
BrennanRushing,_Fraser_Walker_
srauer20,JessicaValenti
robYCFCF1mad,NonLeaguePaper
lil_Usidon,Persie_Official
Ben_Martin92,igrace1989
vladtheimpaler_,Euan_R
ChelseaKelv,kathrynmk
MadRick1965,DraftRyan2012
_hzx,realdealdanny
DraftRyan2012,MadRick1965
Tobregas10,Ayjayy25
SGMcLean11,Buccigross
JackCityy,SirDRob
SirDRob,JackCityy
jprogres,StCyrlyMe2
fraser1991smith,MyNameIsToddd
brianbarnes88,teala
wise666,JackWilshere
mrjazznwine,GovWalker
mrjazznwine,GovWalker
mrjazznwine,Barrett4WI
mrjazznwine,edshow
mrjazznwine,Lawrence
mrjazznwine,maddow
stR_love,cady_walker
LKrukowski,scott_pianowski
LKrukowski,scott_pianowski
mrjazznwine,GovWalker
mrjazznwine,SykesCharlie
The_Realistest,TCrabtree83
DupaDupaSA,couwy
TannerSalyers,kjon
Dan_B_14,RossH1983
defendressofsan,vickimckenna
defendressofsan,vickimckenna
SMGebru,FelixArroyo
hanginginajar,Scott_R_Walker
gowthamavb,GoalUK
mrjazznwine,GovWalker
mattwellens,Thurbs12
WendiKent,edshow
simy17,FM_Winnie
_mmmads,Scott_R_Walker
gocspurs82,Nikhil_Saglani
calclarke1985,StanCollymore
Dom_Lawson,Juular
Juular,Dom_Lawson
4Gfaxmachine,DanielBarefoot
GymHigh,WeGotEd
tmo11,sean_rivs
Jane_WI,artonissues
Jane_WI,lcranston1939
_mmmads,Scott_R_Walker
NotHappyRepub,edshow
jcrowther9,_Mellers
MaisieKillilea,vivmondo
_Mellers,jcrowther9
Jane_WI,artonissues
DevonTMCook,HuffPostPol
DanielBarefoot,4Gfaxmachine
cfreelakers24,HoneyBun071
Poirier911,BarackObama
7Gigsy7,talkSPORT
Bezza_95,phildavis1995
DaveThomas5150,bschoenburg
darkesid3FTW,DanielBice
PostColloquial,verylemonade
Emilio_Watts,she_sumthn_else
DefeatVos,jmartpolitico
SerialGramma,daveweigel
rosspruden,VWestcott
AngryJasonC,jasonbooth
VWestcott,rosspruden
Im_old,eugene_kane
PolitiScoop,GovWalker
rogueclyde,tvconservative
jman482,thorp074
jdvanlaningham,ANNESWISH
PolitiScoop,GovWalker
2kool262,TylerHerzfeld
obrienforgovern,SayethSimon
terryamerson,SpudLovr
prfekrdumbrella,terry61240
Datwtr,edshow
brainwashedur,edshow
Datwtr,edshowThat
RachelMaddowFan,edshow
angiemkrol,edshow
tresec29,edshow
OhhhSusieQ,__WISCONSIN__
angiemkrol,edshow
Chilense,HuffPostPol
LadyLeft,edshow
txlawyer2,edshow
RayT2011,edshow
Joe28Landsverk,edshow
BlueIllinoisDem,edshow
Joe28Landsverk,edshow
Stwallace23,edshow
MadAtWash,edshow
madreof93,edshow
DeucePrez,edshow
libconservative,edshow
Fr_Immersion98,tori1074
spooney35,EdShow
ValntineXJack,edshow
prfekrdumbrella,terry61240
kingpin7666,beardedstoner
milwaukeemayor,rodeodance
Americassoul,EdShow
kap_n,GovWalker
Americassoul,Edshow
NiceMarmot74,detlions81
ClarksonChuck,edshow
sportsmatters,GentlemanMashr
YNalito,pbcloudsfm
timbah69,Gaz_Coombes
charlesnroll,OTOOLEFAN
mcfcmax,MrTomOh
moment_um,SileSkelley
SirrK,jtrygges
10903,2Freelancer
PolitiScoop,GovWalker
observersm,nowwithalex
GoochZilla,polymath22
SHGrove90,TylerTorres32
SHGrove90,TylerTorres32
MiguelAMora,Capitals101
Suma4720,ChrisBoese
BishopJones51,SpeakerBoehner
3xdoglife,SpeakerBoehner
stevelettieri,scott_walker
Jopari,bksbeat
Flyingskunky81,edshow
Jack2John,wisgop
earthhope2100,VinehoutK
MKEmxp,erikgunn
obrienforgovern,YoProWI
moochiesomain,AFLCIO
silly_man,TimCaprica
TimCaprica,silly_man
Americassoul,demsforprogress
nickshattuck,HuffingtonPost
JamieCockburn,RADavidson22
abbbeyj,meganmalekk
mike5oh,stewblack
woodjl68,HuffPostPol
sjbarlament,wi_defender
conservagrl,newsbusters
JeffSimpson7,GovWalker
morvzen,Quigggers
mercedesbaby24,Barrett4WI
jprogres,Barrett4WI
restorereality,kesgardner
Shugah,acworthey
RegalSays,AH_Walker
MCNETHJ,StevenSchuster
Shugah,acworthey
Shugah,acworthey
Shugah,acworthey
Barack4Pres,theprogressive
kwright39,thereval
spooney35,Marypop987
LiberalPhenom,edshow
nickicomelately,TheRevAl
josephchlimon19,beautifulgameAD
TruthSucceeds,vavolineJ
britttanymiller,helenawilliamss
garagemahal65,superbranch
mrjazznwine,JohnMercure
garagemahal65,cr8f
Eazy2Times,Morgann1002
Morgann1002,Eazy2Times
Leialadi,scott
ClaytonNall,AETransparency
kombiz,GranholmTWR
de_foole,DWStweets
NRafter,TomLavinNH
TomLavinNH,NRafter
kelly8sully,WhenIsIt2Late
HeatherATown,Sangie44
Sangie44,HeatherATown
kingpin7666,USRealityCheck
1nathanielalt1,Pmontgomery414
jess_believe,El_SENOR_RAPIDO
innovent_tv,scott_walker
WOWCALI,Annie_Bannany
So_Gerald,elsiesweet
pgofton,WadeyWade
CarolHopke,MittRomney
jprogres,Ariuszme
illusory_tenant,wi_defender
fflwcs,AngusSecondLine
Aka_Hinotae,TerryStOnge
mercedesbaby24,GovWalker
_alifraser,Scott_Fraser95
sgaut,Avantretard
johnCra84895555,joemcelderry91
jprogres,WisDems
ClarksonChuck,SpeakerBoehner
metrichead,BrendanNyhan
zoomarang,Glambertoo1
moochiesomain,AFLCIO
wisvikefan4,I_Hate_Hippies
RexSikesMovieBT,edshultz
rexsikes,edshultz
jacobjschmidt,fox6now
MikeElk,amanda_logic
50isthenew50,foxforcefive
markbounce,therealhakdaddy
allygorman,davie_1978
toliro,blogdeizquierda
_5936014355032,degewa
supperman5,kungat
Caoyao_jim,kungat
CancerConnector,spenceralex
FrankenJimmy,edshow
kjoo46,orzu52
mrjazznwine,The_RGA
mrjazznwine,Barrett4WI
subliminalglory,GOP
Mozi_N,txmattie
Jane_WI,lcranston1939
ASKAMERICA2,Justiceyes
PieGuevara,jamestaranto
LeeMiller23,MovesLikeKliner
JerryCallaio,edshow
intrstngtimes,JeffersonObama
MzDiva67,edshow
MzDiva67,edshow
saiditcuzican,edshow
MikeVanriel2,edshow
politicques,edshow
Datwtr,edshow
MzDiva67,edshow
MikeVanriel2,edshow
FearTheVIX,LarryKudlow
GekkoGreed,LarryKudlow
BottomFeederFX,LarryKudlow
JarterCosh,LarryKudlow
rankincp,LarryKudlow
edshow,GovernorQuinn
RedRoadRail,HodgeCooter
mrod21mvp,mombizzz
RyanC1091,buccigross
jdb820,silent_shadow36
brianbarnes88,MikeSundheim
Alex_Molzahn,scott_walker
thessnolan,SenRonJohnson
TheClusk,DFitzherbrt
sawyer8225,edshow
rahabtoo,edshow
ronb333,MittRomney
edmyers6417,UWWFutureMBA
jeffisrael25,wyshynski
DJSTEVOBYB,FoxNews
WeJustMetButSoo,DjBoobah
Pomeroy41144,GovernorQuinn
Art4Gov,Matt_Wheel
JONATHANE200,Miss_Wisconsin
savvy927,edshow
seanthegreat69,RepPaulRyan
Mozi_N,Progress2day
birminghamdoc,susanbrandon96
Jack2John,Govwalker
Kali4niadazed,AnnDRomney
Kali4niadazed,MittRomney
LadyBugz528,3Jeeps3
cbasterra,buzmix
sylviamagallan,CBSThisMorning
sliaz5150,secupp
edkelley823,secupp
RPCralle,cspanwj
dfwlibrarian,cspanwj
RPCralle,cspanwj
carlboyer,WilliamJBennett
metalmonster29,Btrswet
totalvibration,Chris__Richards
DavidJWhite858,Mrosier79
Xaron4,MittRomney
Yorkm33,malfred171
Xaron4,MittRomney
Ally__Jam,cathiecahill
cwklatt,RNC
stavsherez,Beathhigh
MickPuck,Beathhigh
LynneElmira,prof500
prof500,LynneElmira
phyrefyter,IAFFNewsDesk
MiniSmitty2,rawlesy99
CHeisenberg,neatebuzzthenet
neatebuzzthenet,CHeisenberg
SarahPalinUSA_,GovWalkerNOT
FlyFisher_AKY,michellemalkin
wmpj20,larry_kudlow
danielenciso9,Reince
craigspaulding,GovernorQuinn
craigspaulding,GovernorQuinn
aggsveprogressv,terri_georgia
LeopoldGloom,Kaplinmusic
Kaplinmusic,LeopoldGloom
Little_Red_M,BlueDuPage
Support_ALL_USA,FreedomWorks
rhenk_amatoor,annelyttle
smknjoe55,WeGotEd
DanKnudson1,DanaPerino
LauraALamers,LisaSchram
blkbtrfly75,WeGotEd
KevinPriceLive,TheRealRoseanne
stillmaster,TheRealRoseanne
jbigss1965,GovWalker
Shirley_Perez,TheRealRoseanne
DBCOOPA,TheRealRoseanne
mercedesbaby24,ScottKWalker
LeahDobry,TheRealRoseanne
jonnigirl02,stillmaster
Country_Steve,jayplattuk
donjuanw,aterkel
DaveInkwell,CaesarRye
beatroute66,valseduborgne
caniac176,CarolinaCanes
sasha2000,Lawsonbulk
sasha2000,WisDems
BudParsons,PeggyStuart
BudParsons,boycotkochbros
BudParsons,changeagent26
RedPillReport,RedPillReport-->#IStandWithWalker
scott_harris_jr,realsaramerica
pahitt,CharlieDaniels
BudParsons,TruthSucceeds
frizzbn,TheRealRoseanne
palindrom3_anna,karina_laufey
StephenChengMD,HuffPostPol
smknjoe55,edshow
ConservatismRus,SouthsideZorro
kingpin7666,GovWalker
Nancy17260896,edshow
Auntslappy,edshow
kingpin7666,GovWalker
kingpin7666,GovWalker
patrickwhitaker,edshow
Sir_Buckets_12,edshow
kingpin7666,edshow
csd,edshow
CaptivatingNews,edshow
Newsericks,EdShow@ScottWalker
MsKita4,edshow
cubbie172000,edshowÃ‚
PolMinority,edshow
pamelaoldham,edshow
Dems4ever,edshow
I_H8_liberals,edshow
Newsericks,EdShow@ScottWalker
Tejan_,edshow
sacraficial,edshow
SeasonedVetts,MaddowBlog
tographer,CarterFliptMe
Lastmangoinfla,edshow
RichKarski,JRandalWard42
RebeccaEast2,GovWalker
PaulaIF,
ChristianDem987,njgovchristie
AngryDemdotcom,PalinUndefeated
mya561mya,MittRomney
Mozi_N,Progress2day
DaveMc99TA,Citizen_Chad
Andy_Billy,LAMaslowski
LLHoffmann,JJust3
NestleIsTheName,kjtatertot
ChristianDem987,tvconservative
DrDiva82,MotherJones
kjon,HannahBresson
TheGuideone,Synergy3k
HopeoftheAbsurd,Andy_Billy
WeJustMetButSoo,GucciTimm
afgbruins21,Lydiairl
matt_parsons,Zerochamp
WaxenWebb,meanchico
DishODish,JagerbombsORtea
swimsallyswim,PollyDunning
donaupiratin,Pirat_Aleks_A
ChristianDem987,nomorespend
Jack2John,Govwalker's
JamesIanNie,edshow
ImanNuevo,PKBellas
kmcripn,onpointradio
mercedesbaby24,GovWalker
drlajuandavis,rjmags17
csmonitor,Consumerist
rjmags17,drlajuandavis
romancandleband,Trippband
JasonRRae,TheFix
Mozi_N,Progress2day
kjb724,Barrett4WI
going2pieces,peter_rickman
NEWIConservativ,muttmutt
MrJamesMahon,ccoatesy13
Mozi_N,KKoz22
BilderbergW,SFVTruthers
WeberKing,xokathryn_
ClubCircuitNL,mcmaurice
mcmaurice,ClubCircuitNL
litbrit,NixonRising
Mattyb_tweetin,Quag_Walker
Uwaine,scottwalkerwtch
carlyschleif,mackenziegobler
carlyschleif,JamieKeilholz
silent_shadow36,RoseTintedVisor
kjon,boaz_az
MIKESCHAEFF,GovChristie
BilderbergW,SFVTruthers
pawboy2,dubdobdee
Sysparatem,KarenTheOne
smithie1,smithie1
whoisbrionrock,qweenofbee
cozella,ProudlyStated
HeatherATown,aprildgregory
EveAndStyle,FAKEALECPR
JonathanJewel,edshow
Diva4Obama2012,GottaLaff
politicques,edshow
Stwallace23,edshow
azmoderate,edshow
lestatbc,edshow
Dekinblus,edshow
CollegeXclusive,edshow
Creeper167,TheEdShow
Newsericks,EdShowI
Stwallace23,edshow
marvswife,edshow
GGG_says,edshow
MatchReadyChris,GovChristie
zoomarang,Edshow
KhariBurton,edshow
wontlaydown,AnnTBush
WayneEdH,unkybunky
BilderbergW,SFVTruthers
Naniwa_ko_,GoldenBhoy
blahbystar,RealMattlanta
cozella,KurtSchlichter
BilderbergW,SFVTruthers
arascoje,Scott_Ian
melodienelsonxo,whatamindblast
whatamindblast,melodienelsonxo
eqracer,Conservativeind
mrjazznwine,PolitiFactWisc
mrjazznwine,dailykos
mrjazznwine,NicholsUprising
mrjazznwine,wagner620
mrjazznwine,Lawrence
mrjazznwine,Barrett4WI
mrjazznwine,maddow
mrjazznwine,JohnMercure
jack3win,Conservativeind
sarahhhhhk,Tark31
Tark31,sarahhhhhk
mrjazznwine,chrislhayes
BilderbergW,SFVTruthers
BilderbergW,SFVTruthers
CurlynDoris,andersoncooper
55andwhat,SenatorBoxer
BilderbergW,SFVTruthers
wookaspooka,DougRoberts99
wookaspooka,michellemalkin
mrjazznwine,GovWalker
wookaspooka,GovWalker
AstroSHayden,Conservativeind
cke5,EdNDeb4858
cke5,Anon99Percenter
mercedesbaby24,GovWalker
mercedesbaby24,GovWalker
jlbhart,scott_walker
johnmarzan,dianeellis
johnmarzan,NolteNC
mrjazznwine,dailykos
mrjazznwine,NicholsUprising
mrjazznwine,wagner620
mrjazznwine,JohnMercure
mrjazznwine,Barrett4WI
mrjazznwine,edshow
mrjazznwine,Lawrence
mrjazznwine,maddow
Socrat3s,Capit0lism
Socrat3s,K_P_Brown
seanadelph,ArtistHelldiger
madeiniron,Prysmith
mmahathy,unkybunky
Lifeis2art,Floridaline
SportStat_Live,andy_c_scott
scottplagenhoef,MitchellSt
karlito2323,jackllukeman
PaulSaxton,danbeames
52gopher,RepSeanDuffy
mickeypolansky,Misspatience2
skelAmore,avalunaband
YadiraRavanales,geras_g
reillyhawk,russianmachine
BilderbergW,SFVTruthers
QueenieSilky,jybujygaleb
carolwickey,KristiIA
Damage_inc_98,citaconinc
TomAdler,elisewho
JustinPerpich,NorthernMNer
BilderbergW,SFVTruthers
IanKCory,natebakkum
ArtistHelldiger,seanadelph
wontlaydown,calebyrd
ArtistHelldiger,ThinkmoreNow
geologylady,scott_walker
Dalton_YOLO,NeptuennsCavern
Dalton_YOLO,NeptuennsCavern
patricklee6669,VibeVal
MaryFranson,MaryFranson
sandinbrick,TCBGP
AustinKopplin19,SoKrispy_34
beaunoise,JonNatchez
ReardenMetl,brianroberts
ReardenMetl,brianroberts
BilderbergW,SFVTruthers
needz2dream,The_RGA
dw1776,The_RGA
trail_ben,corey__scott
jashsf,VV4Change
Lezlie61,upwithchris
Swachtor,jamestaranto
SharonTegen,seanhannity
JenniferEBates,mhallstevenson
christyamador,gdaduncan
Gaby_Moen,M3LHAY
dteg32,ilovemytroops
NeptuennsCavern,Dalton_YOLO
paellacook,DefeatVos
ASampsss,jbaldino16
cluelessbutdumb,DefendWisconsin
MLB_YakAttack,redfawn
DianeRavitch,RayBeckerman
pee_elle,MrBrandonStroud
tamster789,NonLeaguePaper
GeorgeRCR,NonLeaguePaper
pamelajdunn,CletisStump
sam_cade,NonLeaguePaper
daniel_pearson,The405
Cog_Dis,saraschulzshow
schlay39,gjzielinski
Lsufan01Rachel,coreybab
GingerSF,mattnathanson
beyond_bill,StephenAtHome
LittleLauren69,bekadickie
Newrulz1951,ScottKWalker
_5936014355032,degewa
Caoyao_jim,kungat
supperman5,kungat
TCBGP,DefeatVos
AridSeas,theyoungturks
RBeilfuss,EdsonAran
wookaspooka,anna12061
wookaspooka,anna12061
Chercheur63,Truthdig
deadtwice,TheTweetOfGod
Cielamara,onetinystone
SceQsmack_23,_TRussMe
GoHawks2012,crowdiegal
vegasoriole,The_RGA
smackovsky,The_RGA
debv219,The_RGA
MarkoT1989,magnethead_666
SimonMallett1,NonLeaguePaper
Jane_WI,lawsonbulk
nealcol,Zeebo2
TheCommentator,SykesCharlie
TheMediaRock,astewartmusic
JaxonBrow,cr8f
Mr_Ron_Mota,AP
mamawinger,weaselzippers
pbelgeorge,edshow
synnia,GovChristie
pcoss,E_Coss
RickBeing,nytimes
nickkotselidis,WalkerPhresh
garak99,NJGOP
debbiewarrick,bringsdogtowork
justinwooartist,legaleagle
GlenBricker,scott_walker
jprogres,rowlandhill
twitCharles,RobertKennedyJr
dspiffy,StephenAtHome
dspiffy,StephenAtHome
omi66,BlueDuPage
TerryClasper,janbat53
SchramBob,4paulryan
aheimermann,Lisa_Erin_Brown
bluecheddar1,JaxonBrow
_mmmads,Scott_R_Walker
spurs_payne,louisthomas98
andref1989,honigstein
jzjessez,thenation
kjon,TCOTvideos
DefeatVos,AmorVincetOmnia
Mozi_N,stiNgo100
BBBob77,CamEdwards
DirtyDan64,NicholsUprising
florscarpatti,MartinFrancisco
Larry_Fried,WrenAmok
Maria_chichim,edshow
DirtyDan64,edshow
juleszane,miriksmit
AllieKatSnow,IngrahamAngle
Dalton_YOLO,NeptuennsCavern
wininmad,bobcesca_go
katieharbath,scottkwalker
oc_f1fan,superbranch
MGalitzki,edshow
Americassoul,theArcher77
wilks92,NonLeaguePaper
HoraceBoothroyd,AnonOps
I_H8_liberals,NicholsUprising
abbottsa01,MCNETHJ
Dark4eyes,Lawrence
kakempen,NicholsUprising
gemarble357,edshow
brainwashedur,edshow
gop_is_2_dumb,MonaB2010
Aproposofwhat,bwilliams
JoeRay111,Dark4eyes
yiawda,55Bentley
JilNelson,MaddowApp
brainwashedur,tmorello
ctbumgardner,clayhelton
Vocalgal4Hire,AP
FlumesNotifier,flumesnotifier
RobBaseballer,edshow
brokenwing2005,PAULFREID
Stwallace23,LPMercer
Pieczynski22,CodyFox17
SuperSaiyanCher,Dallas1287
GitanaV,JoZeRoNeR
NihilDeNada,eugene_kane
jshiftkey,ShastaMerlot
amandahandlos,IzzyCrist
apartheid,OccupyChicago
DefeatVos,polymath22
Nnnnnathan12,spursshow
margo_momdukes,Dark4eyes
felixlangford,TheRevAl
felixlangford,edshow
felixlangford,PoliticsNation
felixlangford,Lawrence
JCarlos_Novoa,veropolox
atlumschema,warriorgrrl
kjellhaglund,bjolofs
kjellhaglund,bjolofs
bjolofs,kjellhaglund
acepwince007,BarclaysPLNews
divyegala,Goal_India
leflorecarnes,LCranston1939
Democrat212,MaddowApp
iam_speed,LisaMelanieHov
Letstalkturkey1,LachlanMarkay
bentessner,alecbaldwin
KingIvan,HotLiberalBitch
MrsDandy,GraemeAThomson
mpandgs,JeffersonObama
SarahFox423,nouseforaKRIS
johnpgatta,MotherJones
kcarter617,michellemalkin
Reinaldo_PQZ,Reinaldo_PQZ
LordLobo,hawtwife
richarddial1,michellemalkin
gkkook,MotherJones
Charmed86,TheRevAl
txcheesehead,rarapoport
NeverAgainRs,NicholsUprising
Bennyvessey,LGBTLiberal
JeroenHeijne,ITookYourName
Badar1,NicholsUprising
shalmoli,FrankConniff
moochiesomain,AFLCIO
Dalton_YOLO,NeptuennsCavern
mediasnark,khawklessard
mellconklin,markpitsch
MFL1956,srjones66
PiereChangstein,TommyForWI
Siddhartha9000,PATAFRIA
Tanner1976,WisDems
highflyinginger,Thesemondemon
olliexcore,petefrasermusic
